,timestamp,t_indoor_measured,t_indoor_predicted,t_indoor_predicted_after_kalman
2020-01-04 21:00:00,2020/01/04 21:00:00,17.89529425675829,18.69995515128113,18.2586
2020-01-04 21:05:00,2020/01/04 21:05:00,17.925663841440723,18.258553103523298,18.0532
2020-01-04 21:10:00,2020/01/04 21:10:00,17.880883135868373,18.05324240734234,17.9569
2020-01-04 21:15:00,2020/01/04 21:15:00,17.837523366438177,17.956877829392,17.9187
2020-01-04 21:20:00,2020/01/04 21:20:00,17.744722569135604,17.918679868147194,17.8839
2020-01-04 21:25:00,2020/01/04 21:25:00,17.65441152718489,17.88388696550794,17.8405
2020-01-04 21:30:00,2020/01/04 21:30:00,17.597913276288807,17.840457395615147,17.787
2020-01-04 21:35:00,2020/01/04 21:35:00,17.541100830735957,17.78703180760374,17.7244
2020-01-04 21:40:00,2020/01/04 21:40:00,17.501445043308934,17.724360035074255,17.6567
2020-01-04 21:45:00,2020/01/04 21:45:00,17.460405163676057,17.656689271107723,17.5888
2020-01-04 21:50:00,2020/01/04 21:50:00,17.414524388966697,17.588765328942543,17.5216
2020-01-04 21:55:00,2020/01/04 21:55:00,17.36718750606832,17.521649955866337,17.4596
2020-01-04 22:00:00,2020/01/04 22:00:00,18.009079488426778,17.45964625594229,17.5707
2020-01-04 22:05:00,2020/01/04 22:05:00,18.64628118202569,17.570653314589094,17.812
2020-01-04 22:10:00,2020/01/04 22:10:00,18.56702504932764,17.811978957003703,17.9679
2020-01-04 22:15:00,2020/01/04 22:15:00,18.49036666290243,17.96787081257054,18.0652
2020-01-04 22:20:00,2020/01/04 22:20:00,18.36788170789322,18.06523598207508,18.1167
2020-01-04 22:25:00,2020/01/04 22:25:00,18.24891995269104,18.116675984415167,18.1365
2020-01-04 22:30:00,2020/01/04 22:30:00,18.242929800042702,18.136537653917912,18.1621
2020-01-04 22:35:00,2020/01/04 22:35:00,18.23931361316852,18.162108284144438,18.1891
2020-01-04 22:40:00,2020/01/04 22:40:00,18.24549255364485,18.18912331389322,18.2154
2020-01-04 22:45:00,2020/01/04 22:45:00,18.253541289734983,18.21542827293041,18.2377
2020-01-04 22:50:00,2020/01/04 22:50:00,18.232532682184,18.237658848848298,18.2468
2020-01-04 22:55:00,2020/01/04 22:55:00,18.21320558256889,18.246819475920915,18.2448
2020-01-04 23:00:00,2020/01/04 23:00:00,18.17724685071977,18.244830263531526,18.2303
2020-01-04 23:05:00,2020/01/04 23:05:00,18.142713677343238,18.230290341373518,18.2068
2020-01-04 23:10:00,2020/01/04 23:10:00,18.118035966111904,18.206848511980695,18.1803
2020-01-04 23:15:00,2020/01/04 23:15:00,18.094360906752854,18.18034329409784,18.1526
2020-01-04 23:20:00,2020/01/04 23:20:00,18.074624171855987,18.152618203106783,18.126
2020-01-04 23:25:00,2020/01/04 23:25:00,18.05558725147182,18.12599077649662,18.1011
2020-01-04 23:30:00,2020/01/04 23:30:00,18.033345574900693,18.101102024262104,18.0774
2020-01-04 23:35:00,2020/01/04 23:35:00,18.011627797236542,18.077413598534463,18.0551
2020-01-04 23:40:00,2020/01/04 23:40:00,17.988165609891723,18.05513938040508,18.0338
2020-01-04 23:45:00,2020/01/04 23:45:00,17.96509121116327,18.033794312259715,18.0132
2020-01-04 23:50:00,2020/01/04 23:50:00,17.942340986827844,18.01323884155795,17.9933
2020-01-04 23:55:00,2020/01/04 23:55:00,17.91986447876684,17.99329533598967,17.9736
